id,elevation,ozone,NO2,azimuth,zenith,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,water_vapor,scene,incidence_azimuth,incidence_zenith,AOT_550
7167,225,357,0.321,159.6,62.4,0.1726,0.1444,0.1106,0.0995,0.0974,0.0948,0.0928,0.083,0.0851,0.0409,0.0011,0.07,0.0575,499,B,103,4.8,0.171
7168,181,326,0.205,125,21.1,0.1863,0.1812,0.1804,0.1951,0.2045,0.2381,0.2572,0.2416,0.2712,0.0772,0.0016,0.2385,0.1852,1666,E,212.3,3.1,0.461
7169,5,371,0.195,215.2,60.1,0.5192,0.4343,0.3951,0.4217,0.4163,0.4459,0.4477,0.4066,0.4593,0.1985,0.0014,0.0969,0.0881,733,K,301.8,5.2,0.044
7170,1410,326,0.16,157.3,53.5,0.4082,0.3099,0.2881,0.3087,0.2981,0.3298,0.3435,0.3003,0.3161,0.2245,0.0032,0.073,0.0655,440,K,285,8.2,0.049
7171,192,382,0.719,161.3,52.2,0.152,0.152,0.1293,0.1301,0.1368,0.133,0.1483,0.1444,0.1391,0.0865,0.0023,0.1996,0.1759,512,E,107.9,9.1,0.061
7172,15,255,0.295,136.9,39.4,0.2008,0.1976,0.2117,0.225,0.2197,0.2712,0.2968,0.2779,0.303,0.0497,0.0013,0.2794,0.2336,2451,E,139,3.1,0.133
7173,550,299,0.451,39.3,60,0.153,0.118,0.0889,0.0706,0.0762,0.0806,0.0878,0.0748,0.0787,0.0319,0.0014,0.0535,0.0385,623,C,258.7,4.4,0.263
7174,1280,302,0.187,166.7,32.4,0.1395,0.1284,0.1365,0.1676,0.1779,0.2056,0.2307,0.2243,0.2445,0.0637,0.0011,0.3082,0.233,1899,E,287.3,8.9,0.203
7175,15,282,0.124,116.2,20.4,0.1387,0.1992,0.1933,0.1866,0.175,0.274,0.3409,0.3039,0.3548,0.0456,0.0065,0.2241,0.1339,3693,H,283.1,7.6,0.281
7176,27,257,0.105,49,39.6,0.1713,0.1469,0.1364,0.1306,0.1676,0.2641,0.317,0.2941,0.3615,0.0284,0.0012,0.3657,0.2032,4932,D,101.7,7.5,0.126
7177,52,283,0.281,177.9,39.7,0.171,0.1446,0.1222,0.1088,0.1116,0.1342,0.1522,0.1399,0.1615,0.0491,0.0158,0.1348,0.0943,1972,J,269.5,4.9,0.183
7178,377,279,0.2,158.6,43.9,0.253,0.4274,0.4684,0.564,0.5469,0.5036,0.5603,0.5853,0.5683,0.1634,0.0021,0.5002,0.2953,723,I,271.2,5,0.059
7179,680,283,0.385,171.8,57.9,0.4454,0.4137,0.397,0.4275,0.4539,0.4895,0.5251,0.4831,0.546,0.1564,0.0027,0.4567,0.3632,1239,I,101.8,5.5,0.112
7180,72,258,0.196,117.3,30.4,0.1885,0.1655,0.1514,0.1672,0.1757,0.2169,0.2338,0.2127,0.2403,0.0353,0.0012,0.315,0.2338,3220,E,99.5,5.6,0.89
7181,690,343,0.223,141.8,24.6,0.1893,0.2243,0.2213,0.2318,0.2214,0.2869,0.3139,0.2934,0.3247,0.0778,0.0097,0.2445,0.162,1700,I,283.9,8.2,0.183
7182,209,276,0.262,149.2,38.4,0.1768,0.1485,0.1347,0.1248,0.1412,0.1788,0.2091,0.1853,0.2233,0.0497,0.0016,0.1899,0.143,2125,E,102.8,4.8,0.439
7183,990,372,0.246,155.8,37.7,0.1173,0.0955,0.0899,0.0745,0.1149,0.2487,0.3123,0.2986,0.3427,0.1201,0.0012,0.2132,0.1076,1153,D,286.9,6.7,0.115
7184,330,355,0.221,159.9,60.3,0.294,0.2568,0.2171,0.2148,0.191,0.2023,0.1969,0.2044,0.1848,0.1712,0.0071,0.0382,0.0311,207,K,285,7.3,0.042
7185,49,291,0.17,64.5,38.5,0.1534,0.1437,0.1399,0.1683,0.1891,0.2006,0.2158,0.2102,0.2327,0.1141,0.002,0.2818,0.2149,491,E,263.6,4.4,0.053
7186,235,289,0.205,171.9,62.4,0.1454,0.1096,0.0922,0.0891,0.1231,0.1522,0.1826,0.1591,0.1877,0.0508,0.0008,0.1182,0.0718,1162,E,290,9.9,0.119
7187,93,289,0.146,69.3,22.6,0.1933,0.1513,0.1429,0.1417,0.1488,0.1896,0.2093,0.1843,0.2228,0.0435,0.0009,0.2183,0.1652,2464,E,216.2,3.3,0.078
7188,123,278,0.184,139.6,37,0.1593,0.1665,0.1771,0.1838,0.1646,0.186,0.2004,0.2032,0.2194,0.0467,0.0011,0.2091,0.1929,1978,E,284.4,9.9,0.386
7189,800,259,0.135,150.7,40.1,0.1542,0.1269,0.1116,0.101,0.1134,0.1615,0.1809,0.1663,0.2022,0.039,0.0012,0.1711,0.1257,2472,E,105.7,6.8,0.356
7190,521,342,0.188,136.5,32.9,0.1356,0.1248,0.1243,0.1394,0.1707,0.2181,0.2369,0.2226,0.2547,0.1083,0.0018,0.2265,0.1751,741,E,104.2,6.3,0.08
7191,22,302,0.187,115,22.8,0.2006,0.202,0.2042,0.2258,0.2217,0.244,0.2808,0.243,0.2799,0.0532,0.0012,0.2792,0.2186,2280,H,211.2,3.1,0.126
7192,212,255,0.103,39.8,42.7,0.1292,0.0959,0.0867,0.0682,0.0916,0.1768,0.2171,0.2083,0.2495,0.0253,0.001,0.2123,0.1089,4073,D,252.8,4.2,0.089
7193,93,261,0.115,74.9,30.3,0.186,0.1594,0.1533,0.1409,0.1388,0.2062,0.264,0.2158,0.277,0.0331,0.0019,0.1822,0.1202,4105,E,216.7,3.3,0.052
7194,92,368,0.927,144.3,56.7,0.271,0.2393,0.2049,0.2097,0.2131,0.2147,0.2242,0.2168,0.2273,0.1516,0.0634,0.1734,0.1498,288,H,104.9,9.2,0.409
7195,80,329,0.217,128.7,28.1,0.271,0.2641,0.2582,0.2715,0.2744,0.2981,0.3179,0.3113,0.3152,0.222,0.1015,0.3133,0.2714,561,E,104.1,10.4,0.154
7196,985,294,0.174,154.7,39.3,0.191,0.2015,0.1967,0.2139,0.2226,0.2404,0.2721,0.2455,0.2807,0.0735,0.0009,0.2159,0.1394,1366,E,156.7,2.9,0.047
7197,125,367,0.297,149,35.9,0.7949,0.7583,0.7113,0.7577,0.7831,0.7969,0.8149,0.7922,0.8194,0.5896,0.0712,0.4154,0.3128,855,I,106.3,7.4,0.079
7198,37,287,0.321,162.4,62.8,0.2176,0.2019,0.1794,0.1851,0.1967,0.2319,0.227,0.1902,0.2314,0.0838,0.0012,0.2537,0.2041,869,G,105.2,8.7,0.053
7199,76,250,0.092,52.4,33.4,0.1287,0.1072,0.1122,0.0826,0.1292,0.3122,0.3909,0.3462,0.4395,0.0326,0.002,0.238,0.1123,5284,D,100.8,7.8,0.049
7200,125,376,0.352,162.8,47.7,0.1434,0.1177,0.1013,0.0898,0.1081,0.1644,0.1839,0.1869,0.2056,0.1026,0.0018,0.1714,0.1367,365,E,287.4,6.5,0.048
7201,39,255,0.112,139.3,34.7,0.1742,0.1632,0.1459,0.1326,0.1374,0.1773,0.1946,0.209,0.2184,0.0579,0.0018,0.1835,0.1191,2290,G,241.6,3.9,0.135
7202,225,360,0.2,193,54.1,0.3472,0.2621,0.2523,0.2858,0.2888,0.2979,0.3145,0.3043,0.3092,0.1778,0.0035,0.2925,0.2671,408,I,156.7,3.1,0.038
7203,423,353,0.212,142.4,27.7,0.1605,0.1103,0.0887,0.0763,0.0796,0.0945,0.1029,0.0905,0.1064,0.0531,0.0024,0.0817,0.055,1586,C,116.5,3.8,0.098
7204,579,317,0.206,121.8,20.9,0.1261,0.0968,0.0866,0.0506,0.0897,0.2937,0.374,0.3524,0.4029,0.0623,0.001,0.1815,0.0705,3325,D,104.5,9.1,0.173
7205,58,358,0.279,169.1,38.2,0.129,0.0838,0.0793,0.0442,0.0924,0.2332,0.2728,0.2934,0.3,0.0732,0.001,0.1294,0.0653,1077,D,243.3,3.7,0.066
7206,111,310,0.462,158.2,42.1,0.1443,0.116,0.0929,0.0748,0.0762,0.1249,0.1522,0.1159,0.1371,0.0499,0.0008,0.1027,0.0658,1755,B,200.3,2.9,0.153
7207,5,336,0.201,204.7,57.4,0.2268,0.2102,0.1918,0.2061,0.2027,0.2176,0.2209,0.2208,0.2305,0.0824,0.0014,0.2284,0.1803,812,E,139.5,6.5,0.025
7208,71,357,0.401,135.5,31.4,0.146,0.1238,0.1114,0.1094,0.1245,0.1584,0.166,0.1565,0.1891,0.1037,0.0014,0.2043,0.1676,637,E,105.3,7.5,0.062
7209,80,349,0.212,137.5,25.8,0.1325,0.1024,0.0898,0.0739,0.1084,0.1907,0.2255,0.2134,0.2364,0.0622,0.001,0.1408,0.0768,1706,D,105.6,7.2,0.098
7210,267,346,0.227,160.8,34.9,0.1355,0.0988,0.0925,0.0705,0.1145,0.2362,0.2743,0.2595,0.296,0.0822,0.0015,0.1935,0.1092,1645,D,121.4,3.7,0.124
7211,87,368,0.221,163.7,30.5,0.1226,0.0967,0.0988,0.0816,0.1372,0.2812,0.3293,0.3505,0.3667,0.139,0.0013,0.2056,0.1129,975,D,286.6,8,0.064
7212,49,346,0.217,161.4,36.4,0.1184,0.0823,0.0547,0.0305,0.024,0.0196,0.0166,0.014,0.0117,0.0057,0.0013,0.0027,0.0011,1953,F,112.2,11,0.059
7213,690,336,0.27,145.2,42.9,0.2011,0.2858,0.2915,0.3303,0.3264,0.3349,0.3622,0.3727,0.3793,0.1484,0.0088,0.2959,0.2107,375,I,103.1,8.1,0.078
7214,50,359,0.514,162,54.7,0.1599,0.1186,0.0894,0.0721,0.0913,0.1227,0.1397,0.1364,0.1571,0.0486,0.0015,0.1046,0.0628,1262,E,288.5,8.7,0.222
7215,5,298,0.217,151.2,34.6,0.1499,0.1188,0.1118,0.0835,0.1212,0.3118,0.3845,0.3589,0.4516,0.0824,0.0013,0.2345,0.1106,2057,D,175.7,2.8,0.233
7216,505,306,0.18,142.7,30.1,0.2395,0.2031,0.2042,0.2234,0.2101,0.2568,0.2956,0.2809,0.2958,0.0924,0.0014,0.3008,0.24,2093,G,190.9,2.8,0.679
7217,40,246,0.101,148.5,37.9,0.1406,0.1201,0.1138,0.1012,0.1176,0.1892,0.2212,0.2199,0.2562,0.0296,0.0007,0.1818,0.1121,3350,D,270.9,5,0.141
7218,99,258,0.278,160.3,37.9,0.2923,0.3,0.2765,0.273,0.2737,0.3098,0.3233,0.343,0.3317,0.1198,0.002,0.3128,0.2533,1130,I,102.8,5.8,0.336
7219,1471,256,0.122,143.3,28.5,0.1319,0.1139,0.1041,0.0965,0.1107,0.169,0.188,0.1722,0.1919,0.0557,0.011,0.1633,0.1216,1713,E,284.5,9.8,0.332
7220,125,349,0.333,161.5,68.2,0.1721,0.1553,0.12,0.1072,0.1088,0.1427,0.1569,0.1561,0.1749,0.0582,0.0016,0.1568,0.1245,667,E,106,7.5,0.055
7221,266,357,0.319,158.7,62.6,0.1806,0.1567,0.1273,0.1128,0.1153,0.1155,0.116,0.1119,0.1074,0.0712,0.0013,0.1128,0.0908,406,F,104.3,9.9,0.14
7222,99,280,0.254,128.3,30.6,0.1913,0.1551,0.1306,0.112,0.116,0.1443,0.1623,0.1376,0.1611,0.0334,0.0013,0.1115,0.0809,2757,G,99.2,5.7,0.959
7223,344,337,0.267,165.6,27.1,0.2551,0.2123,0.2135,0.2126,0.2399,0.2894,0.306,0.2877,0.3229,0.1961,0.1074,0.2854,0.2148,873,E,254.8,4.3,0.075
7224,35,287,0.234,154.7,61.3,0.3651,0.343,0.2924,0.2851,0.2831,0.2805,0.2817,0.2819,0.2786,0.2106,0.0921,0.1488,0.1343,1267,I,104.4,8.1,0.056
7225,59,311,0.197,111.7,34.2,0.1567,0.1448,0.1406,0.1641,0.1813,0.214,0.2369,0.2315,0.2677,0.0686,0.0015,0.3552,0.2564,1719,E,103.7,7.6,0.129
7226,186,319,0.199,124.7,25.4,0.1773,0.2453,0.2587,0.272,0.2766,0.311,0.3545,0.3208,0.3411,0.0806,0.0017,0.3103,0.2524,1647,E,104.6,9.3,0.173
7227,225,318,0.1,189.1,78.7,0.3178,0.2747,0.2301,0.2627,0.2685,0.2846,0.285,0.2682,0.2852,0.0963,0.0033,0.2356,0.2049,361,I,147.9,3.5,0.045
7228,344,337,0.26,134.7,31.9,0.4097,0.4029,0.3865,0.4013,0.4231,0.4663,0.4872,0.4904,0.4959,0.2579,0.0116,0.4221,0.357,980,I,252.6,4.2,0.128
7229,47,351,0.337,144.6,40.9,0.1372,0.1604,0.1571,0.1415,0.1573,0.1654,0.1846,0.1968,0.2139,0.1275,0.0027,0.2242,0.1598,340,G,102.9,7.9,0.104
7230,344,291,0.278,160.5,61.9,0.139,0.1057,0.0806,0.0787,0.094,0.1194,0.1412,0.1467,0.1652,0.0688,0.0009,0.2071,0.1252,762,E,254.6,4.2,0.084
7231,60,363,0.329,173.8,34.9,0.2233,0.2175,0.1991,0.1951,0.2023,0.2213,0.2415,0.2677,0.3,0.0967,0.0032,0.2921,0.203,1187,H,283.8,7.8,0.153
7232,12,254,0.136,140.1,38.4,0.2749,0.3121,0.3026,0.3055,0.2953,0.3129,0.3553,0.3121,0.3499,0.1303,0.1009,0.3067,0.2429,4040,E,203.8,3,0.206
7233,579,285,0.218,138.1,49.2,0.1204,0.0885,0.0748,0.0516,0.0788,0.1702,0.2173,0.2094,0.2499,0.0492,0.0063,0.1203,0.05,2312,D,105.2,9.1,0.104
7234,1410,290,0.183,144.8,37.3,0.2271,0.2938,0.3091,0.3544,0.3491,0.3785,0.3775,0.4051,0.4211,0.1201,0.0015,0.3731,0.2493,1024,E,106.2,6.9,0.183
7235,1447,313,0.173,136.4,27.6,0.1614,0.1744,0.1685,0.1797,0.1878,0.1994,0.2088,0.2041,0.2162,0.0886,0.0018,0.2295,0.203,884,G,104.6,9.5,0.067
7236,2200,309,0.287,114.1,22.2,0.1215,0.1096,0.1141,0.1222,0.1429,0.2114,0.242,0.2412,0.2645,0.1074,0.0013,0.2357,0.1702,1177,E,207.5,3,0.066
7237,393,367,0.17,163.4,33.5,0.1514,0.1569,0.1611,0.1851,0.1907,0.2044,0.2209,0.2145,0.2311,0.075,0.0015,0.2798,0.2529,1155,E,238.8,3.7,0.157
7238,2750,275,0.196,167,47.5,0.0921,0.0727,0.0609,0.0522,0.0721,0.1145,0.1292,0.1284,0.142,0.0915,0.0027,0.1032,0.0641,333,D,234.7,3.6,0.045
7239,52,321,0.373,156,57.3,0.1515,0.1151,0.0895,0.0805,0.0854,0.0927,0.0922,0.0906,0.105,0.0996,0.005,0.1518,0.1083,229,E,269.5,4.9,0.106
7240,368,274,0.194,162.4,54.1,0.1333,0.1026,0.0864,0.0781,0.104,0.1609,0.1925,0.1917,0.1989,0.0946,0.0018,0.1648,0.0915,434,D,100.4,5.1,0.064
7241,59,379,0.238,169.5,42.9,0.1379,0.1139,0.1056,0.0978,0.1404,0.2432,0.2804,0.2849,0.319,0.1217,0.0027,0.2445,0.1364,872,D,291.1,8.9,0.267
7242,186,331,0.274,118.7,33.5,0.1573,0.1311,0.1157,0.1099,0.1366,0.2037,0.2512,0.223,0.2749,0.0823,0.0117,0.2231,0.1677,1752,D,236.4,3.7,0.094
7243,34,309,0.179,123.6,22.8,0.2728,0.2531,0.2328,0.2251,0.2246,0.2264,0.2369,0.2114,0.2284,0.1259,0.101,0.2162,0.1939,2603,F,285.4,9,0.121
7244,37,321,0.322,140.2,61.4,0.2683,0.2433,0.2073,0.204,0.2092,0.2209,0.2333,0.2224,0.2383,0.1069,0.0064,0.1538,0.1274,1036,H,104.2,9.6,0.071
7245,40,281,0.113,97.6,18.4,0.3833,0.3646,0.3442,0.3449,0.3384,0.3663,0.3987,0.3677,0.4118,0.0833,0.0011,0.3066,0.1955,3512,I,282.7,8,0.103
7246,235,312,0.209,153.8,44.6,0.1401,0.1147,0.1018,0.0814,0.1066,0.1925,0.2257,0.2196,0.2501,0.0696,0.0017,0.1432,0.0931,1397,D,175.9,2.8,0.142
7247,976,288,0.132,163.8,62.5,0.73,0.7771,0.7277,0.7322,0.717,0.7002,0.7122,0.8156,0.7356,0.5633,0.1301,0.3454,0.2669,787,I,156.4,2.9,0.044
7248,225,303,0.177,189.8,60.8,0.1899,0.1832,0.1852,0.2201,0.226,0.2378,0.2455,0.2401,0.2582,0.0854,0.0019,0.3031,0.2615,935,E,259.1,3.3,0.036
7249,2750,299,0.184,164.9,65.2,0.1741,0.1417,0.1214,0.1105,0.1378,0.2112,0.2158,0.2103,0.2249,0.1598,0.0075,0.0482,0.0312,130,K,232.9,3.6,0.013
7250,125,377,0.326,155.5,40.7,0.1523,0.1331,0.1186,0.1027,0.1252,0.2014,0.2268,0.2286,0.2367,0.0957,0.0017,0.1912,0.1434,609,E,106,8.3,0.124
7251,1809,291,0.194,174.6,40.5,0.1494,0.1358,0.1309,0.1445,0.1572,0.1882,0.2136,0.1975,0.2259,0.0837,0.0021,0.2349,0.1723,1154,E,191.3,2.8,0.108
7252,9,259,0.135,89.1,27.9,0.1559,0.14,0.1479,0.2238,0.2335,0.2582,0.2797,0.2706,0.3113,0.0622,0.002,0.4438,0.3379,2287,E,101.1,8.2,0.172
7253,670,348,0.178,150.9,30.9,0.1339,0.1077,0.1031,0.087,0.1219,0.1965,0.227,0.2249,0.249,0.0659,0.0017,0.2223,0.1445,1659,D,105.4,9.9,0.088
7254,579,320,0.211,116.8,22.6,0.1056,0.0796,0.0761,0.0401,0.0866,0.2872,0.3622,0.3529,0.3784,0.0972,0.0013,0.1729,0.0707,1940,D,104.5,9.1,0.052
7255,10,330,0.254,147.3,26.5,0.1432,0.108,0.0716,0.0444,0.0372,0.0354,0.0337,0.0272,0.0265,0.0114,0.003,0.0064,0.0037,2301,F,242,3.8,0.335
7256,1655,304,0.197,133.4,24,0.1245,0.1179,0.1256,0.1408,0.163,0.217,0.2522,0.2434,0.2777,0.0672,0.0011,0.2996,0.2092,2122,E,284.3,8.1,0.104
7257,125,367,0.36,158.1,58,0.2593,0.2427,0.215,0.2067,0.2156,0.2413,0.2616,0.2613,0.2864,0.1802,0.1016,0.2454,0.214,353,E,105,6,0.059
7258,264,359,0.248,166.3,63.8,0.5122,0.442,0.3738,0.4087,0.4309,0.4534,0.4684,0.4223,0.4728,0.289,0.0184,0.1383,0.1297,190,J,107,6.9,0.048
7259,690,305,0.194,136.7,32.2,0.2007,0.3053,0.3092,0.3429,0.2972,0.3441,0.3734,0.3693,0.3849,0.0445,0.0021,0.3473,0.2178,3172,I,103.9,8.1,0.154
7260,1370,254,0.089,99.5,27.5,0.1097,0.0976,0.1001,0.0884,0.1214,0.2317,0.2677,0.2801,0.2987,0.0688,0.0049,0.2519,0.1289,2264,D,156.6,2.9,0.104
7261,21,262,0.128,145,34,0.1351,0.1017,0.1019,0.0802,0.1145,0.2316,0.284,0.2834,0.3176,0.0836,0.001,0.2019,0.1204,1472,D,136.9,3.2,0.171
7262,2116,336,0.171,147.4,26.1,0.099,0.0939,0.0884,0.0867,0.1139,0.1576,0.1755,0.1785,0.195,0.1211,0.0072,0.2266,0.1558,178,E,287.6,8.7,0.041
7263,250,359,0.219,140.9,28.7,0.2816,0.2578,0.2549,0.2717,0.2867,0.3253,0.3518,0.3241,0.3508,0.1904,0.1012,0.3422,0.2808,1321,E,104.9,8.7,0.068
7264,2868,284,0.169,122.2,23.3,0.1033,0.0805,0.0764,0.0541,0.0915,0.1876,0.2044,0.2172,0.2272,0.1417,0.0063,0.1514,0.078,438,D,139.7,3.1,0.101
7265,1372,310,0.189,136.9,21.9,0.1592,0.1576,0.1721,0.2138,0.2403,0.2755,0.3117,0.3141,0.3422,0.1159,0.0021,0.4443,0.3514,1349,E,210.4,3.1,0.05
7266,456,364,0.17,146.3,38.3,0.1603,0.1555,0.1459,0.1492,0.1595,0.1669,0.1789,0.165,0.1819,0.1023,0.0018,0.1938,0.1596,552,G,270.3,4.8,0.04
7267,200,328,0.314,170.6,35.4,0.1602,0.1284,0.1139,0.0844,0.1057,0.2046,0.2499,0.2493,0.2775,0.0877,0.021,0.1396,0.0742,2008,J,107.8,9.1,0.206
7268,266,332,0.342,165.4,71,0.2195,0.1841,0.1398,0.133,0.1416,0.1542,0.1625,0.1485,0.1653,0.0824,0.0186,0.1361,0.1325,847,J,105,9.9,0.038
7269,1040,266,0.118,119.3,18,0.2399,0.1965,0.2014,0.218,0.2293,0.2816,0.3186,0.2775,0.349,0.091,0.0095,0.3514,0.2741,1798,E,102.5,6.4,0.056
7270,52,336,0.327,146.5,43.3,0.1668,0.1404,0.1201,0.1239,0.1299,0.1412,0.1539,0.1454,0.1614,0.112,0.003,0.2332,0.1781,288,E,112.3,3.9,0.282
7271,520,361,0.184,175.7,29.5,0.8619,0.901,0.8729,0.9499,0.9871,1.0057,1.0216,1.0258,1.036,0.7821,0.1343,0.6764,0.5297,450,I,289,10.3,0.112
7272,330,304,0.191,147.9,35.1,0.1393,0.1452,0.13,0.1351,0.1414,0.1631,0.1697,0.1618,0.1703,0.063,0.0015,0.1708,0.1381,1730,E,286,7.3,0.048
7273,550,263,0.29,41.6,48.2,0.1457,0.1024,0.0861,0.0759,0.0867,0.1227,0.1382,0.12,0.1438,0.0942,0.0016,0.1145,0.0924,489,B,285.5,5.9,0.211
7274,93,261,0.115,71.9,31,0.1848,0.1393,0.1272,0.1197,0.1231,0.196,0.2188,0.193,0.2338,0.0488,0.0008,0.1863,0.1297,2838,E,217.7,3.3,0.055
7275,7,321,0.189,204.9,57.2,0.2109,0.1693,0.1578,0.1691,0.1884,0.204,0.2262,0.1843,0.2443,0.0883,0.0015,0.283,0.2254,740,E,173.8,2.9,0.019
7276,670,402,0.151,161.5,45.9,0.1416,0.1281,0.1196,0.1442,0.1568,0.1702,0.1842,0.1891,0.2063,0.0873,0.0028,0.2641,0.2038,687,E,218.2,3.2,0.112
7277,11,301,0.196,156.1,42.3,0.1618,0.1284,0.1206,0.163,0.1543,0.1829,0.1996,0.1962,0.2218,0.0464,0.001,0.2755,0.2295,2179,E,195.3,2.8,0.046
7278,3862,283,0.151,119.3,21.4,0.1103,0.0915,0.0844,0.0891,0.1073,0.135,0.1457,0.1527,0.1668,0.13,0.0111,0.2374,0.1905,135,E,283.1,7.9,0.065
7279,80,339,0.267,147.6,33.6,0.4278,0.4468,0.4312,0.4512,0.4616,0.5117,0.5271,0.5372,0.5349,0.2502,0.0072,0.4785,0.357,1701,I,227.3,3.4,0.152
7280,125,330,0.285,158.4,33.3,0.1738,0.1444,0.1314,0.1194,0.1332,0.1912,0.2229,0.2171,0.2421,0.0497,0.003,0.2045,0.1481,1984,E,280,5.5,0.189
7281,1601,340,0.32,158,32.8,0.5426,0.4999,0.4593,0.4932,0.5086,0.5165,0.5321,0.5006,0.5305,0.3853,0.0663,0.2626,0.2568,390,I,233.7,3.6,0.187
7282,127,248,0.085,139.3,30.4,0.1153,0.1246,0.1177,0.1063,0.1146,0.21,0.2724,0.2416,0.3023,0.0275,0.0007,0.2202,0.1274,4825,D,284.1,6.5,0.064
7283,264,297,0.274,166.1,57.1,0.3604,0.3086,0.3069,0.346,0.3871,0.4505,0.4979,0.4371,0.548,0.2048,0.0031,0.4741,0.421,837,H,106.9,7,0.088
7284,1589,309,0.192,154.4,35,0.1188,0.0837,0.0661,0.0445,0.0615,0.1091,0.1329,0.0986,0.1561,0.0419,0.0013,0.0844,0.0604,1204,D,194.4,2.8,0.079
7285,209,285,0.247,126.3,20.6,0.2143,0.1836,0.1572,0.1332,0.1283,0.1658,0.1876,0.1645,0.184,0.0216,0.003,0.1139,0.072,5355,G,102.4,4.8,0.763
7286,75,293,0.294,167.1,61.9,0.1727,0.1254,0.0943,0.0827,0.0843,0.1035,0.1003,0.0926,0.1025,0.0493,0.0013,0.107,0.0744,974,B,107.5,6.1,0.13
7287,550,298,0.252,56.9,30.6,0.1509,0.1384,0.1343,0.1377,0.1751,0.22,0.2352,0.2037,0.2371,0.1036,0.0013,0.2331,0.1987,822,E,262.5,4.4,0.087
7288,680,328,0.208,125.8,21.2,0.1956,0.2085,0.2161,0.2411,0.2517,0.262,0.2832,0.2483,0.2786,0.0924,0.0015,0.2746,0.2325,1448,H,189.2,2.8,0.105
7289,267,365,0.214,163.2,38.7,0.1428,0.1054,0.0975,0.0999,0.1282,0.162,0.1843,0.1817,0.2032,0.1058,0.0017,0.2394,0.1731,527,E,121.5,3.7,0.035
7290,105,385,0.184,179.2,50.5,0.1834,0.1524,0.1246,0.1208,0.132,0.1559,0.1555,0.1624,0.1753,0.1096,0.0068,0.1411,0.1096,313,G,293.1,7.5,0.071
7291,205,348,0.163,161.2,68.5,0.3901,0.4217,0.3665,0.3903,0.3711,0.3639,0.3894,0.3882,0.3821,0.1556,0.0018,0.0501,0.0452,465,K,106.8,6.3,0.113
7292,1447,281,0.15,169.9,45.5,0.5663,0.5656,0.5545,0.596,0.6008,0.6228,0.652,0.6287,0.6684,0.2668,0.0027,0.5425,0.3942,1482,I,263,4.5,0.034
7293,1589,297,0.186,163.7,42.5,0.2199,0.203,0.1923,0.1631,0.2123,0.3823,0.4349,0.4296,0.4545,0.2084,0.0052,0.2501,0.1497,738,H,194,2.8,0.098
7294,107,298,0.222,156.4,44.3,0.1504,0.1201,0.1096,0.1137,0.1369,0.2172,0.2623,0.2557,0.2985,0.0495,0.0014,0.271,0.1471,2667,D,106.6,7.2,0.143
7295,456,356,0.179,173.1,29.4,0.3331,0.2606,0.2328,0.2396,0.2671,0.3272,0.3597,0.3275,0.3774,0.2027,0.0094,0.2786,0.2511,1075,I,270.4,4.8,0.06
7296,235,302,0.205,165.6,49.2,0.1228,0.093,0.0749,0.0586,0.0874,0.182,0.2166,0.1859,0.2162,0.0501,0.0009,0.1228,0.071,1869,D,290,9.9,0.061
7297,550,279,0.509,31.9,63.9,0.1521,0.1172,0.0919,0.0772,0.0895,0.0909,0.1037,0.0817,0.0964,0.0504,0.0009,0.1147,0.1027,653,B,284.4,5.9,0.077
7298,491,340,0.227,145,26.8,0.1242,0.0975,0.1031,0.0725,0.1392,0.2808,0.3396,0.3505,0.3883,0.0914,0.0017,0.2749,0.1362,1746,D,107,6.3,0.087
7299,415,344,0.215,147.6,39.3,0.1501,0.1323,0.1224,0.1528,0.1666,0.1828,0.203,0.2047,0.2344,0.0924,0.0019,0.3566,0.2291,908,E,196.3,2.9,0.178
7300,130,318,0.252,137.6,27.6,0.1712,0.1627,0.1665,0.189,0.1986,0.2367,0.2601,0.2435,0.2883,0.0399,0.0012,0.3493,0.2759,3077,E,213.3,3.1,0.153
7301,680,293,0.201,159.9,47.5,0.1151,0.0832,0.0749,0.0475,0.0901,0.2318,0.2839,0.2873,0.3148,0.1173,0.0011,0.1791,0.0772,916,D,193.1,2.8,0.04
7302,680,313,0.204,120.9,24.3,0.1856,0.2117,0.2191,0.2445,0.2486,0.2602,0.2666,0.2537,0.2772,0.092,0.0014,0.268,0.2323,1366,H,190,2.8,0.119
7303,75,302,0.274,157.8,42,0.1663,0.1189,0.0994,0.0914,0.1143,0.1384,0.1685,0.1472,0.178,0.0388,0.0012,0.1443,0.1056,2281,E,105.6,6.2,0.209
7304,136,306,0.219,152.6,33,0.1309,0.0999,0.086,0.0808,0.1071,0.1576,0.1688,0.1684,0.1962,0.0333,0.0007,0.11,0.0785,2026,G,285.7,7.2,0.167
7305,99,249,0.288,163.4,45.2,0.1545,0.1195,0.0912,0.0878,0.0953,0.1178,0.1121,0.1131,0.1295,0.031,0.0033,0.1151,0.0775,2248,B,101.1,5.8,0.074
7306,579,335,0.224,139,28.2,0.2026,0.1801,0.1841,0.1447,0.2009,0.3279,0.3524,0.3589,0.3852,0.181,0.1012,0.2596,0.1704,1608,D,284.2,7.2,0.102
